entity_id,entity_key,kingdom,species,genus,activity,metabolite,confidence,evidence,observed,genome_accession,source_json
FG_aspergillus_fumigatus_GCF_000002655.1,FG_aspergillus_fumigatus_GCF_000002655.1 | aspergillus fumigatus,fungi,aspergillus fumigatus,aspergillus,production,Beta-lactone,0.65,antiSMASH BGC (predicted),False,GCF_000002655.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_fumigatus/GCF_000002655.1/genomic.json
FG_aspergillus_niger_GCF_000002855.4,FG_aspergillus_niger_GCF_000002855.4 | aspergillus niger,fungi,aspergillus niger,aspergillus,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000002855.4,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_niger/GCF_000002855.4/genomic.json
FG_aspergillus_oryzae_GCF_000184455.2,FG_aspergillus_oryzae_GCF_000184455.2 | aspergillus oryzae,fungi,aspergillus oryzae,aspergillus,production,Beta-lactone,0.65,antiSMASH BGC (predicted),False,GCF_000184455.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_oryzae/GCF_000184455.2/genomic.json
FG_aspergillus_oryzae_GCF_000184455.2,FG_aspergillus_oryzae_GCF_000184455.2 | aspergillus oryzae,fungi,aspergillus oryzae,aspergillus,production,Siderophore,0.65,antiSMASH BGC (predicted),False,GCF_000184455.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_oryzae/GCF_000184455.2/genomic.json
FG_aspergillus_oryzae_GCF_000184455.2,FG_aspergillus_oryzae_GCF_000184455.2 | aspergillus oryzae,fungi,aspergillus oryzae,aspergillus,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000184455.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_oryzae/GCF_000184455.2/genomic.json
FG_aspergillus_oryzae_GCF_000184455.2,FG_aspergillus_oryzae_GCF_000184455.2 | aspergillus oryzae,fungi,aspergillus oryzae,aspergillus,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_000184455.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_oryzae/GCF_000184455.2/genomic.json
FG_aspergillus_oryzae_GCF_000184455.2,FG_aspergillus_oryzae_GCF_000184455.2 | aspergillus oryzae,fungi,aspergillus oryzae,aspergillus,production,Polyketide (type III),0.65,antiSMASH BGC (predicted),False,GCF_000184455.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_oryzae/GCF_000184455.2/genomic.json
FG_aspergillus_oryzae_GCF_000184455.2,FG_aspergillus_oryzae_GCF_000184455.2 | aspergillus oryzae,fungi,aspergillus oryzae,aspergillus,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000184455.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_oryzae/GCF_000184455.2/genomic.json
FG_aspergillus_terreus_GCF_000149615.1,FG_aspergillus_terreus_GCF_000149615.1 | aspergillus terreus,fungi,aspergillus terreus,aspergillus,production,Beta-lactone,0.65,antiSMASH BGC (predicted),False,GCF_000149615.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_terreus/GCF_000149615.1/genomic.json
FG_aspergillus_terreus_GCF_000149615.1,FG_aspergillus_terreus_GCF_000149615.1 | aspergillus terreus,fungi,aspergillus terreus,aspergillus,production,Siderophore,0.65,antiSMASH BGC (predicted),False,GCF_000149615.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_terreus/GCF_000149615.1/genomic.json
FG_aspergillus_terreus_GCF_000149615.1,FG_aspergillus_terreus_GCF_000149615.1 | aspergillus terreus,fungi,aspergillus terreus,aspergillus,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000149615.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_terreus/GCF_000149615.1/genomic.json
FG_aspergillus_terreus_GCF_000149615.1,FG_aspergillus_terreus_GCF_000149615.1 | aspergillus terreus,fungi,aspergillus terreus,aspergillus,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_000149615.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_terreus/GCF_000149615.1/genomic.json
FG_aspergillus_terreus_GCF_000149615.1,FG_aspergillus_terreus_GCF_000149615.1 | aspergillus terreus,fungi,aspergillus terreus,aspergillus,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000149615.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/aspergillus_terreus/GCF_000149615.1/genomic.json
FG_candida_albicans_GCF_000182965.3,FG_candida_albicans_GCF_000182965.3 | candida albicans,fungi,candida albicans,candida,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000182965.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/candida_albicans/GCF_000182965.3/genomic.json
FG_fusarium_graminearum_GCF_000240135.3,FG_fusarium_graminearum_GCF_000240135.3 | fusarium graminearum,fungi,fusarium graminearum,fusarium,production,Beta-lactone,0.65,antiSMASH BGC (predicted),False,GCF_000240135.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/fusarium_graminearum/GCF_000240135.3/genomic.json
FG_fusarium_graminearum_GCF_000240135.3,FG_fusarium_graminearum_GCF_000240135.3 | fusarium graminearum,fungi,fusarium graminearum,fusarium,production,Siderophore,0.65,antiSMASH BGC (predicted),False,GCF_000240135.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/fusarium_graminearum/GCF_000240135.3/genomic.json
FG_fusarium_graminearum_GCF_000240135.3,FG_fusarium_graminearum_GCF_000240135.3 | fusarium graminearum,fungi,fusarium graminearum,fusarium,production,Metallophore,0.65,antiSMASH BGC (predicted),False,GCF_000240135.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/fusarium_graminearum/GCF_000240135.3/genomic.json
FG_fusarium_graminearum_GCF_000240135.3,FG_fusarium_graminearum_GCF_000240135.3 | fusarium graminearum,fungi,fusarium graminearum,fusarium,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000240135.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/fusarium_graminearum/GCF_000240135.3/genomic.json
FG_fusarium_graminearum_GCF_000240135.3,FG_fusarium_graminearum_GCF_000240135.3 | fusarium graminearum,fungi,fusarium graminearum,fusarium,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_000240135.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/fusarium_graminearum/GCF_000240135.3/genomic.json
FG_fusarium_graminearum_GCF_000240135.3,FG_fusarium_graminearum_GCF_000240135.3 | fusarium graminearum,fungi,fusarium graminearum,fusarium,production,Polyketide (type III),0.65,antiSMASH BGC (predicted),False,GCF_000240135.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/fusarium_graminearum/GCF_000240135.3/genomic.json
FG_fusarium_graminearum_GCF_000240135.3,FG_fusarium_graminearum_GCF_000240135.3 | fusarium graminearum,fungi,fusarium graminearum,fusarium,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000240135.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/fusarium_graminearum/GCF_000240135.3/genomic.json
FG_kluyveromyces_marxianus_GCF_001417885.1,FG_kluyveromyces_marxianus_GCF_001417885.1 | kluyveromyces marxianus,fungi,kluyveromyces marxianus,kluyveromyces,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_001417885.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/kluyveromyces_marxianus/GCF_001417885.1/genomic.json
FG_komagataella_phaffii_GCF_000027005.1,FG_komagataella_phaffii_GCF_000027005.1 | komagataella phaffii,fungi,komagataella phaffii,komagataella,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000027005.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/komagataella_phaffii/GCF_000027005.1/genomic.json
FG_laccaria_bicolor_GCF_000299015.1,FG_laccaria_bicolor_GCF_000299015.1 | laccaria bicolor,fungi,laccaria bicolor,laccaria,production,RiPP,0.65,antiSMASH BGC (predicted),False,GCF_000299015.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/laccaria_bicolor/GCF_000299015.1/genomic.json
FG_laccaria_bicolor_GCF_000299015.1,FG_laccaria_bicolor_GCF_000299015.1 | laccaria bicolor,fungi,laccaria bicolor,laccaria,production,Polyketide (type III),0.65,antiSMASH BGC (predicted),False,GCF_000299015.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/laccaria_bicolor/GCF_000299015.1/genomic.json
FG_laccaria_bicolor_GCF_000299015.1,FG_laccaria_bicolor_GCF_000299015.1 | laccaria bicolor,fungi,laccaria bicolor,laccaria,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000299015.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/laccaria_bicolor/GCF_000299015.1/genomic.json
FG_nakaseomyces_glabratus_GCF_000002545.3,FG_nakaseomyces_glabratus_GCF_000002545.3 | nakaseomyces glabratus,fungi,nakaseomyces glabratus,nakaseomyces,production,Beta-lactone,0.65,antiSMASH BGC (predicted),False,GCF_000002545.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/nakaseomyces_glabratus/GCF_000002545.3/genomic.json
FG_nakaseomyces_glabratus_GCF_000002545.3,FG_nakaseomyces_glabratus_GCF_000002545.3 | nakaseomyces glabratus,fungi,nakaseomyces glabratus,nakaseomyces,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000002545.3,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/nakaseomyces_glabratus/GCF_000002545.3/genomic.json
FG_penicillium_rubens_GCF_028828025.1,FG_penicillium_rubens_GCF_028828025.1 | penicillium rubens,fungi,penicillium rubens,penicillium,production,Beta-lactone,0.65,antiSMASH BGC (predicted),False,GCF_028828025.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/penicillium_rubens/GCF_028828025.1/genomic.json
FG_penicillium_rubens_GCF_028828025.1,FG_penicillium_rubens_GCF_028828025.1 | penicillium rubens,fungi,penicillium rubens,penicillium,production,Siderophore,0.65,antiSMASH BGC (predicted),False,GCF_028828025.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/penicillium_rubens/GCF_028828025.1/genomic.json
FG_penicillium_rubens_GCF_028828025.1,FG_penicillium_rubens_GCF_028828025.1 | penicillium rubens,fungi,penicillium rubens,penicillium,production,Metallophore,0.65,antiSMASH BGC (predicted),False,GCF_028828025.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/penicillium_rubens/GCF_028828025.1/genomic.json
FG_penicillium_rubens_GCF_028828025.1,FG_penicillium_rubens_GCF_028828025.1 | penicillium rubens,fungi,penicillium rubens,penicillium,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_028828025.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/penicillium_rubens/GCF_028828025.1/genomic.json
FG_penicillium_rubens_GCF_028828025.1,FG_penicillium_rubens_GCF_028828025.1 | penicillium rubens,fungi,penicillium rubens,penicillium,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_028828025.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/penicillium_rubens/GCF_028828025.1/genomic.json
FG_penicillium_rubens_GCF_028828025.1,FG_penicillium_rubens_GCF_028828025.1 | penicillium rubens,fungi,penicillium rubens,penicillium,production,Polyketide (type III),0.65,antiSMASH BGC (predicted),False,GCF_028828025.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/penicillium_rubens/GCF_028828025.1/genomic.json
FG_penicillium_rubens_GCF_028828025.1,FG_penicillium_rubens_GCF_028828025.1 | penicillium rubens,fungi,penicillium rubens,penicillium,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_028828025.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/penicillium_rubens/GCF_028828025.1/genomic.json
FG_phanerochaete_chrysosporium_GCF_000271605.1,FG_phanerochaete_chrysosporium_GCF_000271605.1 | phanerochaete chrysosporium,fungi,phanerochaete chrysosporium,phanerochaete,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000271605.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/phanerochaete_chrysosporium/GCF_000271605.1/genomic.json
FG_phanerochaete_chrysosporium_GCF_000271605.1,FG_phanerochaete_chrysosporium_GCF_000271605.1 | phanerochaete chrysosporium,fungi,phanerochaete chrysosporium,phanerochaete,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_000271605.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/phanerochaete_chrysosporium/GCF_000271605.1/genomic.json
FG_phanerochaete_chrysosporium_GCF_000271605.1,FG_phanerochaete_chrysosporium_GCF_000271605.1 | phanerochaete chrysosporium,fungi,phanerochaete chrysosporium,phanerochaete,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000271605.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/phanerochaete_chrysosporium/GCF_000271605.1/genomic.json
FG_postia_placenta_GCF_000235565.1,FG_postia_placenta_GCF_000235565.1 | postia placenta,fungi,postia placenta,postia,production,Ectoine,0.65,antiSMASH BGC (predicted),False,GCF_000235565.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/postia_placenta/GCF_000235565.1/genomic.json
FG_postia_placenta_GCF_000235565.1,FG_postia_placenta_GCF_000235565.1 | postia placenta,fungi,postia placenta,postia,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000235565.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/postia_placenta/GCF_000235565.1/genomic.json
FG_rhizopus_delemar_GCF_000149305.1,FG_rhizopus_delemar_GCF_000149305.1 | rhizopus delemar,fungi,rhizopus delemar,rhizopus,production,Siderophore,0.65,antiSMASH BGC (predicted),False,GCF_000149305.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/rhizopus_delemar/GCF_000149305.1/genomic.json
FG_rhizopus_delemar_GCF_000149305.1,FG_rhizopus_delemar_GCF_000149305.1 | rhizopus delemar,fungi,rhizopus delemar,rhizopus,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000149305.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/rhizopus_delemar/GCF_000149305.1/genomic.json
FG_rhizopus_delemar_GCF_000149305.1,FG_rhizopus_delemar_GCF_000149305.1 | rhizopus delemar,fungi,rhizopus delemar,rhizopus,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000149305.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/rhizopus_delemar/GCF_000149305.1/genomic.json
FG_saccharomyces_cerevisiae_GCF_000146045.2,FG_saccharomyces_cerevisiae_GCF_000146045.2 | saccharomyces cerevisiae,fungi,saccharomyces cerevisiae,saccharomyces,production,Beta-lactone,0.65,antiSMASH BGC (predicted),False,GCF_000146045.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/saccharomyces_cerevisiae/GCF_000146045.2/genomic.json
FG_saccharomyces_cerevisiae_GCF_000146045.2,FG_saccharomyces_cerevisiae_GCF_000146045.2 | saccharomyces cerevisiae,fungi,saccharomyces cerevisiae,saccharomyces,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000146045.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/saccharomyces_cerevisiae/GCF_000146045.2/genomic.json
FG_schizophyllum_commune_GCF_000143185.2,FG_schizophyllum_commune_GCF_000143185.2 | schizophyllum commune,fungi,schizophyllum commune,schizophyllum,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000143185.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/schizophyllum_commune/GCF_000143185.2/genomic.json
FG_schizophyllum_commune_GCF_000143185.2,FG_schizophyllum_commune_GCF_000143185.2 | schizophyllum commune,fungi,schizophyllum commune,schizophyllum,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_000143185.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/schizophyllum_commune/GCF_000143185.2/genomic.json
FG_schizophyllum_commune_GCF_000143185.2,FG_schizophyllum_commune_GCF_000143185.2 | schizophyllum commune,fungi,schizophyllum commune,schizophyllum,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000143185.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/schizophyllum_commune/GCF_000143185.2/genomic.json
FG_trichoderma_reesei_GCF_000167675.1,FG_trichoderma_reesei_GCF_000167675.1 | trichoderma reesei,fungi,trichoderma reesei,trichoderma,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000167675.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/trichoderma_reesei/GCF_000167675.1/genomic.json
FG_trichoderma_reesei_GCF_000167675.1,FG_trichoderma_reesei_GCF_000167675.1 | trichoderma reesei,fungi,trichoderma reesei,trichoderma,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_000167675.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/trichoderma_reesei/GCF_000167675.1/genomic.json
FG_trichoderma_reesei_GCF_000167675.1,FG_trichoderma_reesei_GCF_000167675.1 | trichoderma reesei,fungi,trichoderma reesei,trichoderma,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000167675.1,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/trichoderma_reesei/GCF_000167675.1/genomic.json
FG_ustilago_maydis_GCF_000328475.2,FG_ustilago_maydis_GCF_000328475.2 | ustilago maydis,fungi,ustilago maydis,ustilago,production,Nonribosomal peptide,0.65,antiSMASH BGC (predicted),False,GCF_000328475.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/ustilago_maydis/GCF_000328475.2/genomic.json
FG_ustilago_maydis_GCF_000328475.2,FG_ustilago_maydis_GCF_000328475.2 | ustilago maydis,fungi,ustilago maydis,ustilago,production,Polyketide (type I),0.65,antiSMASH BGC (predicted),False,GCF_000328475.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/ustilago_maydis/GCF_000328475.2/genomic.json
FG_ustilago_maydis_GCF_000328475.2,FG_ustilago_maydis_GCF_000328475.2 | ustilago maydis,fungi,ustilago maydis,ustilago,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000328475.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/ustilago_maydis/GCF_000328475.2/genomic.json
FG_yarrowia_lipolytica_GCF_000002525.2,FG_yarrowia_lipolytica_GCF_000002525.2 | yarrowia lipolytica,fungi,yarrowia lipolytica,yarrowia,production,Terpene,0.65,antiSMASH BGC (predicted),False,GCF_000002525.2,/Users/sanskriti/Documents/GitHub/streamlit/results/antismash_fungi/yarrowia_lipolytica/GCF_000002525.2/genomic.json
